지점,지점명,일시,1시간평균 미세먼지농도(㎍/㎥)
90,속초,2020-06-11 14:00,57
90,속초,2020-06-11 15:00,42
90,속초,2020-06-11 16:00,33
90,속초,2020-06-11 17:00,26
90,속초,2020-06-11 18:00,22
90,속초,2020-06-11 19:00,24
90,속초,2020-06-11 20:00,22
90,속초,2020-06-11 21:00,17
90,속초,2020-06-11 22:00,17
90,속초,2020-06-11 23:00,11
90,속초,2020-06-12 00:00,16
90,속초,2020-06-12 01:00,8
90,속초,2020-06-12 02:00,18
90,속초,2020-06-12 03:00,5
90,속초,2020-06-12 06:00,13
90,속초,2020-06-12 07:00,8
90,속초,2020-06-12 08:00,10
90,속초,2020-06-12 09:00,9
90,속초,2020-06-12 10:00,15
90,속초,2020-06-12 11:00,17
90,속초,2020-06-12 12:00,19
90,속초,2020-06-12 13:00,16
90,속초,2020-06-12 14:00,15
90,속초,2020-06-12 15:00,14
90,속초,2020-06-12 16:00,11
90,속초,2020-06-12 17:00,8
90,속초,2020-06-12 18:00,6
90,속초,2020-06-12 20:00,11
90,속초,2020-06-12 21:00,11
90,속초,2020-06-12 22:00,14
90,속초,2020-06-12 23:00,17
90,속초,2020-06-13 00:00,19
90,속초,2020-06-13 01:00,18
90,속초,2020-06-13 02:00,20
90,속초,2020-06-13 03:00,18
90,속초,2020-06-13 04:00,24
90,속초,2020-06-13 05:00,20
90,속초,2020-06-13 06:00,23
90,속초,2020-06-13 07:00,27
90,속초,2020-06-13 08:00,35
90,속초,2020-06-13 09:00,29
90,속초,2020-06-13 10:00,36
90,속초,2020-06-13 11:00,45
90,속초,2020-06-13 12:00,48
90,속초,2020-06-13 13:00,52
90,속초,2020-06-13 14:00,54
90,속초,2020-06-13 15:00,53
90,속초,2020-06-13 16:00,54
90,속초,2020-06-13 17:00,48
90,속초,2020-06-13 18:00,36
90,속초,2020-06-13 19:00,30
90,속초,2020-06-13 20:00,25
90,속초,2020-06-13 21:00,15
90,속초,2020-06-13 22:00,20
90,속초,2020-06-13 23:00,16
90,속초,2020-06-14 00:00,15
90,속초,2020-06-14 01:00,20
90,속초,2020-06-14 02:00,24
90,속초,2020-06-14 03:00,31
90,속초,2020-06-14 04:00,22
90,속초,2020-06-14 05:00,23
90,속초,2020-06-14 06:00,29
90,속초,2020-06-14 07:00,30
90,속초,2020-06-14 08:00,24
90,속초,2020-06-14 09:00,32
90,속초,2020-06-14 10:00,30
90,속초,2020-06-14 11:00,35
90,속초,2020-06-14 12:00,32
90,속초,2020-06-14 13:00,31
90,속초,2020-06-14 14:00,44
90,속초,2020-06-14 15:00,50
90,속초,2020-06-14 16:00,54
90,속초,2020-06-14 17:00,57
90,속초,2020-06-14 18:00,64
90,속초,2020-06-14 19:00,53
90,속초,2020-06-14 20:00,62
90,속초,2020-06-14 21:00,39
90,속초,2020-06-14 22:00,28
90,속초,2020-06-14 23:00,23
90,속초,2020-06-15 00:00,14
90,속초,2020-06-15 01:00,13
90,속초,2020-06-15 02:00,9
90,속초,2020-06-15 03:00,16
90,속초,2020-06-15 04:00,14
90,속초,2020-06-15 05:00,15
90,속초,2020-06-15 06:00,8
90,속초,2020-06-15 07:00,10
90,속초,2020-06-15 08:00,16
90,속초,2020-06-15 09:00,30
90,속초,2020-06-15 10:00,40
90,속초,2020-06-15 11:00,52
90,속초,2020-06-15 12:00,59
90,속초,2020-06-15 13:00,37
90,속초,2020-06-15 14:00,38
90,속초,2020-06-15 15:00,39
90,속초,2020-06-15 16:00,36
90,속초,2020-06-15 17:00,39
90,속초,2020-06-15 18:00,43
90,속초,2020-06-15 19:00,43
90,속초,2020-06-15 20:00,31
90,속초,2020-06-15 21:00,22
90,속초,2020-06-15 22:00,10
90,속초,2020-06-15 23:00,10
90,속초,2020-06-16 02:00,9
90,속초,2020-06-16 03:00,13
90,속초,2020-06-16 04:00,11
90,속초,2020-06-16 05:00,10
90,속초,2020-06-16 06:00,13
90,속초,2020-06-16 07:00,9
90,속초,2020-06-16 08:00,21
90,속초,2020-06-16 09:00,16
90,속초,2020-06-16 10:00,22
90,속초,2020-06-16 11:00,24
90,속초,2020-06-16 12:00,25
90,속초,2020-06-16 13:00,22
90,속초,2020-06-16 14:00,19
90,속초,2020-06-16 15:00,15
90,속초,2020-06-16 16:00,16
90,속초,2020-06-16 17:00,17
90,속초,2020-06-16 18:00,17
90,속초,2020-06-16 19:00,16
90,속초,2020-06-16 20:00,10
90,속초,2020-06-16 21:00,8
90,속초,2020-06-16 22:00,5
90,속초,2020-06-16 23:00,4
90,속초,2020-06-17 00:00,12
90,속초,2020-06-17 02:00,11
90,속초,2020-06-17 03:00,6
90,속초,2020-06-17 04:00,5
90,속초,2020-06-17 05:00,7
90,속초,2020-06-17 06:00,10
90,속초,2020-06-17 07:00,12
90,속초,2020-06-17 08:00,16
90,속초,2020-06-17 09:00,31
90,속초,2020-06-17 10:00,32
90,속초,2020-06-17 11:00,40
90,속초,2020-06-17 12:00,47
90,속초,2020-06-17 13:00,38
90,속초,2020-06-17 14:00,40
90,속초,2020-06-17 15:00,44
90,속초,2020-06-17 16:00,31
90,속초,2020-06-17 17:00,37
90,속초,2020-06-17 18:00,36
90,속초,2020-06-17 19:00,34
90,속초,2020-06-17 20:00,30
90,속초,2020-06-17 21:00,30
90,속초,2020-06-17 22:00,26
90,속초,2020-06-17 23:00,24
90,속초,2020-06-18 00:00,15
90,속초,2020-06-18 01:00,22
90,속초,2020-06-18 02:00,24
90,속초,2020-06-18 03:00,28
90,속초,2020-06-18 04:00,32
90,속초,2020-06-18 05:00,36
90,속초,2020-06-18 06:00,36
90,속초,2020-06-18 07:00,44
90,속초,2020-06-18 08:00,47
90,속초,2020-06-18 09:00,36
90,속초,2020-06-18 10:00,47
90,속초,2020-06-18 11:00,35
90,속초,2020-06-18 12:00,26
90,속초,2020-06-18 13:00,30
90,속초,2020-06-18 14:00,30
90,속초,2020-06-18 15:00,24
90,속초,2020-06-18 16:00,22
90,속초,2020-06-18 17:00,21
90,속초,2020-06-18 18:00,9
90,속초,2020-06-18 19:00,12
90,속초,2020-06-18 20:00,7
90,속초,2020-06-18 21:00,8
90,속초,2020-06-18 23:00,7
90,속초,2020-06-19 10:00,4
90,속초,2020-06-19 11:00,9
90,속초,2020-06-19 12:00,10
90,속초,2020-06-19 13:00,16
90,속초,2020-06-19 14:00,29
90,속초,2020-06-19 15:00,27
90,속초,2020-06-19 16:00,29
90,속초,2020-06-19 17:00,36
90,속초,2020-06-19 18:00,46
90,속초,2020-06-19 19:00,30
90,속초,2020-06-19 20:00,28
90,속초,2020-06-19 21:00,22
90,속초,2020-06-19 22:00,18
90,속초,2020-06-19 23:00,15
90,속초,2020-06-20 00:00,10
90,속초,2020-06-20 01:00,17
90,속초,2020-06-20 02:00,11
90,속초,2020-06-20 03:00,8
90,속초,2020-06-20 04:00,9
90,속초,2020-06-20 05:00,6
90,속초,2020-06-20 06:00,6
90,속초,2020-06-20 07:00,3
90,속초,2020-06-20 08:00,9
90,속초,2020-06-20 09:00,22
90,속초,2020-06-20 10:00,19
90,속초,2020-06-20 11:00,26
90,속초,2020-06-20 12:00,33
90,속초,2020-06-20 13:00,31
90,속초,2020-06-20 14:00,28
90,속초,2020-06-20 15:00,27
90,속초,2020-06-20 16:00,24
90,속초,2020-06-20 17:00,24
90,속초,2020-06-20 18:00,27
90,속초,2020-06-20 19:00,24
90,속초,2020-06-20 20:00,22
90,속초,2020-06-20 21:00,25
90,속초,2020-06-20 22:00,16
90,속초,2020-06-20 23:00,19
90,속초,2020-06-21 00:00,22
90,속초,2020-06-21 01:00,15
90,속초,2020-06-21 02:00,10
90,속초,2020-06-21 03:00,12
90,속초,2020-06-21 04:00,16
90,속초,2020-06-21 05:00,14
90,속초,2020-06-21 06:00,17
90,속초,2020-06-21 07:00,24
90,속초,2020-06-21 08:00,23
90,속초,2020-06-21 09:00,16
90,속초,2020-06-21 10:00,20
90,속초,2020-06-21 11:00,24
90,속초,2020-06-21 12:00,36
90,속초,2020-06-21 13:00,44
90,속초,2020-06-21 14:00,34
90,속초,2020-06-21 15:00,21
90,속초,2020-06-21 16:00,28
90,속초,2020-06-21 17:00,28
90,속초,2020-06-21 18:00,22
90,속초,2020-06-21 19:00,26
90,속초,2020-06-21 20:00,31
90,속초,2020-06-21 21:00,28
90,속초,2020-06-21 22:00,32
90,속초,2020-06-21 23:00,21
90,속초,2020-06-22 00:00,22
90,속초,2020-06-22 01:00,8
90,속초,2020-06-22 02:00,15
90,속초,2020-06-22 03:00,18
90,속초,2020-06-22 04:00,24
90,속초,2020-06-22 05:00,22
90,속초,2020-06-22 06:00,11
90,속초,2020-06-22 07:00,13
90,속초,2020-06-22 08:00,32
90,속초,2020-06-22 09:00,38
90,속초,2020-06-22 10:00,40
90,속초,2020-06-22 11:00,40
90,속초,2020-06-22 12:00,44
90,속초,2020-06-22 13:00,42
90,속초,2020-06-22 14:00,34
90,속초,2020-06-22 15:00,33
90,속초,2020-06-22 16:00,32
90,속초,2020-06-22 17:00,28
90,속초,2020-06-22 18:00,24
90,속초,2020-06-22 19:00,28
90,속초,2020-06-22 20:00,27
90,속초,2020-06-22 21:00,17
90,속초,2020-06-22 22:00,5
90,속초,2020-06-23 00:00,4
90,속초,2020-06-23 01:00,4
90,속초,2020-06-23 02:00,13
90,속초,2020-06-23 03:00,15
90,속초,2020-06-23 04:00,20
90,속초,2020-06-23 05:00,17
90,속초,2020-06-23 06:00,24
90,속초,2020-06-23 07:00,24
90,속초,2020-06-23 08:00,26
90,속초,2020-06-23 09:00,30
90,속초,2020-06-23 10:00,25
90,속초,2020-06-23 11:00,25
90,속초,2020-06-23 12:00,33
90,속초,2020-06-23 13:00,31
90,속초,2020-06-23 14:00,32
90,속초,2020-06-23 15:00,32
90,속초,2020-06-23 16:00,35
90,속초,2020-06-23 17:00,28
90,속초,2020-06-23 18:00,26
90,속초,2020-06-23 19:00,22
90,속초,2020-06-23 20:00,14
90,속초,2020-06-23 21:00,7
90,속초,2020-06-23 22:00,6
90,속초,2020-06-23 23:00,10
90,속초,2020-06-24 00:00,8
90,속초,2020-06-24 01:00,15
90,속초,2020-06-24 02:00,9
90,속초,2020-06-24 03:00,14
90,속초,2020-06-24 04:00,19
90,속초,2020-06-24 05:00,13
90,속초,2020-06-24 06:00,8
90,속초,2020-06-24 07:00,17
90,속초,2020-06-24 08:00,18
90,속초,2020-06-24 09:00,19
90,속초,2020-06-24 10:00,15
90,속초,2020-06-24 11:00,11
90,속초,2020-06-24 12:00,14
90,속초,2020-06-24 13:00,11
90,속초,2020-06-24 14:00,15
90,속초,2020-06-24 15:00,11
90,속초,2020-06-24 16:00,14
90,속초,2020-06-24 17:00,11
90,속초,2020-06-24 18:00,11
90,속초,2020-06-24 19:00,9
90,속초,2020-06-24 20:00,5
90,속초,2020-06-24 21:00,3
90,속초,2020-06-24 22:00,2
90,속초,2020-06-24 23:00,5
90,속초,2020-06-25 00:00,10
90,속초,2020-06-25 01:00,14
90,속초,2020-06-25 02:00,26
90,속초,2020-06-25 03:00,13
90,속초,2020-06-25 04:00,5
90,속초,2020-06-25 05:00,9
90,속초,2020-06-25 07:00,6
90,속초,2020-06-25 08:00,6
90,속초,2020-06-25 09:00,11
90,속초,2020-06-25 10:00,15
90,속초,2020-06-25 11:00,26
90,속초,2020-06-25 12:00,15
90,속초,2020-06-25 13:00,14
90,속초,2020-06-25 14:00,14
90,속초,2020-06-25 15:00,17
90,속초,2020-06-25 16:00,23
90,속초,2020-06-25 17:00,30
90,속초,2020-06-25 18:00,31
90,속초,2020-06-25 19:00,31
90,속초,2020-06-25 20:00,25
90,속초,2020-06-25 21:00,21
90,속초,2020-06-25 22:00,17
90,속초,2020-06-25 23:00,8
90,속초,2020-06-26 02:00,9
90,속초,2020-06-26 03:00,8
90,속초,2020-06-26 04:00,11
90,속초,2020-06-26 05:00,6
90,속초,2020-06-26 06:00,10
90,속초,2020-06-26 07:00,6
90,속초,2020-06-26 08:00,12
90,속초,2020-06-26 09:00,11
90,속초,2020-06-26 10:00,15
90,속초,2020-06-26 11:00,25
90,속초,2020-06-26 12:00,27
90,속초,2020-06-26 13:00,34
90,속초,2020-06-26 14:00,28
90,속초,2020-06-26 15:00,32
90,속초,2020-06-26 16:00,38
90,속초,2020-06-26 17:00,35
90,속초,2020-06-26 18:00,33
90,속초,2020-06-26 19:00,44
90,속초,2020-06-26 20:00,29
90,속초,2020-06-26 21:00,28
90,속초,2020-06-26 22:00,23
90,속초,2020-06-26 23:00,21
90,속초,2020-06-27 00:00,15
90,속초,2020-06-27 01:00,13
90,속초,2020-06-27 02:00,13
90,속초,2020-06-27 03:00,12
90,속초,2020-06-27 04:00,18
90,속초,2020-06-27 05:00,23
90,속초,2020-06-27 06:00,25
90,속초,2020-06-27 07:00,26
90,속초,2020-06-27 08:00,24
90,속초,2020-06-27 09:00,25
90,속초,2020-06-27 10:00,43
90,속초,2020-06-27 11:00,42
90,속초,2020-06-27 12:00,43
90,속초,2020-06-27 13:00,44
90,속초,2020-06-27 14:00,41
90,속초,2020-06-27 15:00,49
90,속초,2020-06-27 16:00,51
90,속초,2020-06-27 17:00,53
90,속초,2020-06-27 18:00,39
90,속초,2020-06-27 19:00,33
90,속초,2020-06-27 20:00,49
90,속초,2020-06-27 21:00,34
90,속초,2020-06-27 22:00,13
90,속초,2020-06-27 23:00,8
90,속초,2020-06-28 00:00,14
90,속초,2020-06-28 01:00,18
90,속초,2020-06-28 02:00,19
90,속초,2020-06-28 03:00,19
90,속초,2020-06-28 04:00,17
90,속초,2020-06-28 05:00,25
90,속초,2020-06-28 06:00,16
90,속초,2020-06-28 07:00,17
90,속초,2020-06-28 08:00,17
90,속초,2020-06-28 09:00,30
90,속초,2020-06-28 18:00,20
90,속초,2020-06-28 19:00,15
90,속초,2020-06-28 20:00,23
90,속초,2020-06-28 21:00,15
90,속초,2020-06-28 22:00,20
90,속초,2020-06-28 23:00,24
90,속초,2020-06-29 00:00,24
90,속초,2020-06-29 01:00,27
90,속초,2020-06-29 02:00,31
90,속초,2020-06-29 03:00,28
90,속초,2020-06-29 04:00,28
90,속초,2020-06-29 05:00,29
90,속초,2020-06-29 06:00,23
90,속초,2020-06-29 07:00,27
90,속초,2020-06-29 08:00,26
90,속초,2020-06-29 09:00,32
90,속초,2020-06-29 10:00,42
90,속초,2020-06-29 11:00,37
90,속초,2020-06-29 12:00,37
90,속초,2020-06-29 13:00,30
90,속초,2020-06-29 14:00,27
90,속초,2020-06-29 15:00,26
90,속초,2020-06-29 16:00,22
90,속초,2020-06-29 17:00,13
90,속초,2020-06-29 18:00,14
90,속초,2020-06-29 19:00,16
90,속초,2020-06-29 20:00,17
90,속초,2020-06-29 21:00,13
90,속초,2020-06-29 22:00,18
90,속초,2020-06-29 23:00,14
90,속초,2020-06-30 00:00,14
90,속초,2020-06-30 01:00,15
90,속초,2020-06-30 02:00,16
90,속초,2020-06-30 03:00,21
90,속초,2020-06-30 04:00,24
90,속초,2020-06-30 05:00,21
90,속초,2020-06-30 06:00,24
90,속초,2020-06-30 07:00,35
90,속초,2020-06-30 08:00,40
90,속초,2020-06-30 09:00,43
90,속초,2020-06-30 10:00,40
90,속초,2020-06-30 11:00,45
90,속초,2020-06-30 12:00,42
90,속초,2020-06-30 13:00,25
90,속초,2020-06-30 17:00,5
90,속초,2020-06-30 18:00,10
90,속초,2020-06-30 19:00,9
90,속초,2020-06-30 20:00,7
90,속초,2020-06-30 21:00,22
90,속초,2020-06-30 22:00,6
93,북춘천,2020-06-01 01:00,26
93,북춘천,2020-06-01 02:00,27
93,북춘천,2020-06-01 03:00,21
93,북춘천,2020-06-01 04:00,13
93,북춘천,2020-06-01 05:00,9
93,북춘천,2020-06-01 06:00,7
93,북춘천,2020-06-01 07:00,4
93,북춘천,2020-06-01 08:00,7
93,북춘천,2020-06-01 09:00,10
93,북춘천,2020-06-01 10:00,19
93,북춘천,2020-06-01 11:00,20
93,북춘천,2020-06-01 12:00,15
93,북춘천,2020-06-01 13:00,17
93,북춘천,2020-06-01 14:00,14
93,북춘천,2020-06-01 15:00,15
93,북춘천,2020-06-01 16:00,19
93,북춘천,2020-06-01 17:00,19
93,북춘천,2020-06-01 18:00,22
93,북춘천,2020-06-01 19:00,19
93,북춘천,2020-06-01 20:00,20
93,북춘천,2020-06-01 21:00,24
93,북춘천,2020-06-01 22:00,20
93,북춘천,2020-06-01 23:00,17
93,북춘천,2020-06-02 00:00,17
93,북춘천,2020-06-02 01:00,15
93,북춘천,2020-06-02 02:00,17
93,북춘천,2020-06-02 03:00,20
93,북춘천,2020-06-02 04:00,14
93,북춘천,2020-06-02 05:00,16
93,북춘천,2020-06-02 06:00,16
93,북춘천,2020-06-02 07:00,17
93,북춘천,2020-06-02 08:00,21
93,북춘천,2020-06-02 09:00,24
93,북춘천,2020-06-02 10:00,27
93,북춘천,2020-06-02 11:00,27
93,북춘천,2020-06-02 12:00,17
93,북춘천,2020-06-02 13:00,22
93,북춘천,2020-06-02 14:00,11
93,북춘천,2020-06-02 15:00,14
93,북춘천,2020-06-02 16:00,18
93,북춘천,2020-06-02 17:00,15
93,북춘천,2020-06-02 18:00,17
93,북춘천,2020-06-02 19:00,16
93,북춘천,2020-06-02 20:00,19
93,북춘천,2020-06-02 21:00,15
93,북춘천,2020-06-02 22:00,18
93,북춘천,2020-06-02 23:00,21
93,북춘천,2020-06-03 00:00,17
93,북춘천,2020-06-03 01:00,18
93,북춘천,2020-06-03 02:00,20
93,북춘천,2020-06-03 03:00,24
93,북춘천,2020-06-03 04:00,16
93,북춘천,2020-06-03 05:00,18
93,북춘천,2020-06-03 06:00,20
93,북춘천,2020-06-03 07:00,22
93,북춘천,2020-06-03 08:00,25
93,북춘천,2020-06-03 09:00,25
93,북춘천,2020-06-03 10:00,26
93,북춘천,2020-06-03 11:00,23
93,북춘천,2020-06-03 12:00,30
93,북춘천,2020-06-03 13:00,28
93,북춘천,2020-06-03 14:00,33
93,북춘천,2020-06-03 15:00,36
93,북춘천,2020-06-03 16:00,39
93,북춘천,2020-06-03 17:00,37
93,북춘천,2020-06-03 18:00,36
93,북춘천,2020-06-03 19:00,45
93,북춘천,2020-06-03 20:00,48
93,북춘천,2020-06-03 21:00,38
93,북춘천,2020-06-03 22:00,44
93,북춘천,2020-06-03 23:00,45
93,북춘천,2020-06-04 00:00,38
93,북춘천,2020-06-04 01:00,42
93,북춘천,2020-06-04 02:00,43
93,북춘천,2020-06-04 03:00,39
93,북춘천,2020-06-04 04:00,41
93,북춘천,2020-06-04 05:00,43
93,북춘천,2020-06-04 06:00,41
93,북춘천,2020-06-04 07:00,37
93,북춘천,2020-06-04 08:00,43
93,북춘천,2020-06-04 09:00,46
93,북춘천,2020-06-04 10:00,50
93,북춘천,2020-06-04 11:00,46
93,북춘천,2020-06-04 12:00,60
93,북춘천,2020-06-04 13:00,69
